snippet_std,preprocessed_snippet,date_std,source
The consequence of too little cannabis like molecules in the brain immunology and medical genetics at the Ohio State University,"['The', 'consequence', 'little', 'cannabis', 'like', 'molecule', 'brain', 'immunology', 'medical', 'genetics', 'Ohio', 'State', 'University']",2020-09-18,snippet
Marijuana is a commonly used drug its use has been increasing since the 1960s People use marijuana for medical reasons e g to manage pain,"['Marijuana', 'commonly', 'used', 'drug', 'use', 'increasing', 'since', '1960s', 'People', 'use', 'marijuana', 'medical', 'reason', 'e', 'g', 'manage', 'pain']",2021-10-07,snippet
However medical marijuana shares many of the same problems associated with standard OTC and prescription medications The use of medical,"['However', 'medical', 'marijuana', 'share', 'many', 'problem', 'associated', 'standard', 'OTC', 'prescription', 'medication', 'The', 'use', 'medical']",2019-04-21,snippet
As a therapist for a cannabis user it s important to avoid activating the It s Time to Stop Treating Medicinal Cannabis Like Candy,"['As', 'therapist', 'cannabis', 'user', 'important', 'avoid', 'activating', 'It', 'Time', 'Stop', 'Treating', 'Medicinal', 'Cannabis', 'Like', 'Candy']",2023-04-04,snippet
Cannabidiol or CBD is one of many molecules known as cannabinoids that are found in New research indicates that medical cannabis can be an effective,"['Cannabidiol', 'CBD', 'one', 'many', 'molecule', 'known', 'cannabinoids', 'found', 'New', 'research', 'indicates', 'medical', 'cannabis', 'effective']",,snippet
Legalizing marijuana sends mixed messages to and raises use questions for the use of both recreational and medicinal marijuana has been,"['Legalizing', 'marijuana', 'sends', 'mixed', 'message', 'raise', 'use', 'question', 'use', 'recreational', 'medicinal', 'marijuana']",2014-12-30,snippet
So this got me thinking Could CBD a medicinal non psychoactive drug also enhance social connection Some initial research suggests that,"['So', 'got', 'thinking', 'Could', 'CBD', 'medicinal', 'non', 'psychoactive', 'drug', 'also', 'enhance', 'social', 'connection', 'Some', 'initial', 'research', 'suggests']",2020-06-04,snippet
New research indicates that medical cannabis can be an effective painkiller and is often preferred over opioids for many suffering from chronic,"['New', 'research', 'indicates', 'medical', 'cannabis', 'effective', 'painkiller', 'often', 'preferred', 'opioids', 'many', 'suffering', 'chronic']",2022-04-20,snippet
Marijuana cannot be understood without the neuroscientific perspective After California voters legalized the medicinal use of marijuana,"['Marijuana', 'understood', 'without', 'neuroscientific', 'perspective', 'After', 'California', 'voter', 'legalized', 'medicinal', 'use', 'marijuana']",2020-04-02,snippet
Due to changes in the legality of recreational and medical cannabis and widespread access in many states valid empirical data must be,"['Due', 'change', 'legality', 'recreational', 'medical', 'cannabis', 'widespread', 'access', 'many', 'state', 'valid', 'empirical', 'data', 'must']",2020-09-05,snippet
Today medical science lacks sufficient data to make a definitive claim regarding whether smoking cannabis induces psychosis If you re young,"['Today', 'medical', 'science', 'lack', 'sufficient', 'data', 'make', 'definitive', 'claim', 'regarding', 'whether', 'smoking', 'cannabis', 'induces', 'psychosis', 'If', 'young']",2022-02-27,snippet
Medical marijuana use is on the rise with a host of studies suggesting its myriad benefits for the treating chronic conditions including,"['Medical', 'marijuana', 'use', 'rise', 'host', 'study', 'suggesting', 'myriad', 'benefit', 'treating', 'chronic', 'condition', 'including']",2014-06-18,snippet
Cannabidiol or CBD is one of many molecules known as cannabinoids that are found in different Can Medicinal Cannabis Benefit Your Mental Health,"['Cannabidiol', 'CBD', 'one', 'many', 'molecule', 'known', 'cannabinoids', 'found', 'different', 'Can', 'Medicinal', 'Cannabis', 'Benefit', 'Your', 'Mental', 'Health']",,snippet
Recently Brazil became one of the many countries that authorized the prescription and manipulation of medications that contain cannabidiol and,"['Recently', 'Brazil', 'became', 'one', 'many', 'country', 'authorized', 'prescription', 'manipulation', 'medication', 'contain', 'cannabidiol']",2016-04-29,snippet
Abundant evidence highlights the risk THC poses for developing brains impact of THC and likely contributes to its medicinal benefits,"['Abundant', 'evidence', 'highlight', 'risk', 'THC', 'pose', 'developing', 'brain', 'impact', 'THC', 'likely', 'contributes', 'medicinal', 'benefit']",2019-07-31,snippet
This may account for the absence of formal research on the effect of cannabis on dogs dog canine pet drug medical marijuana state cannabis pot,"['This', 'may', 'account', 'absence', 'formal', 'research', 'effect', 'cannabis', 'dog', 'dog', 'canine', 'pet', 'drug', 'medical', 'marijuana', 'state', 'cannabis', 'pot']",2015-02-12,snippet
Pregnancy testing should be required before a marijuana prescription is The medical marijuana movement complicates things further,"['Pregnancy', 'testing', 'required', 'marijuana', 'prescription', 'The', 'medical', 'marijuana', 'movement', 'complicates', 'thing']",2011-11-12,snippet
There is mounting evidence which links cannabis use to mental health issues where the focus is as much on marijuana s medicinal and,"['There', 'mounting', 'evidence', 'link', 'cannabis', 'use', 'mental', 'health', 'issue', 'focus', 'much', 'marijuana', 'medicinal']",2019-12-02,snippet
You have options maybe the most important message to share these days about medical cannabis Find the answers to some FAQS here,"['You', 'option', 'maybe', 'important', 'message', 'share', 'day', 'medical', 'cannabis', 'Find', 'answer', 'FAQS']",,snippet
Some other harms from acute marijuana intoxication as well as Medical Marijuana Laws and Cannabis UseIntersections of Health and Policy,"['Some', 'harm', 'acute', 'marijuana', 'intoxication', 'well', 'Medical', 'Marijuana', 'Laws', 'Cannabis', 'UseIntersections', 'Health', 'Policy']",2017-04-30,snippet
I was active during this debate testifying three times to various legislative committee helping to organize messages from various medical,"['I', 'active', 'debate', 'testifying', 'three', 'time', 'various', 'legislative', 'committee', 'helping', 'organize', 'message', 'various', 'medical']",2018-02-23,snippet
This is true for those who vape cannabis recreationally as well as those who participate in state medical cannabis programs,"['This', 'true', 'vape', 'cannabis', 'recreationally', 'well', 'participate', 'state', 'medical', 'cannabis', 'program']",2020-01-31,snippet
A Short History of Cannabis and Discovery of the ECS Medicinal plants have long been utilized for their beneficial effects because many,"['A', 'Short', 'History', 'Cannabis', 'Discovery', 'ECS', 'Medicinal', 'plant', 'long', 'utilized', 'beneficial', 'effect', 'many']",2022-04-29,snippet
science literature facts contained in the clinical literature and facts about proven medical uses of cannabis and cannabis products,"['science', 'literature', 'fact', 'contained', 'clinical', 'literature', 'fact', 'proven', 'medical', 'us', 'cannabis', 'cannabis', 'product']",2022-01-13,snippet
The evidence supporting the use of medical marijuana continues to grow Both CBD and THC are capable of interacting with the complex,"['The', 'evidence', 'supporting', 'use', 'medical', 'marijuana', 'continues', 'grow', 'Both', 'CBD', 'THC', 'capable', 'interacting', 'complex']",2016-05-05,snippet
Many states across the nation have either legalized marijuana regulated its medical use or have a low tetrahydrocannabinol THC program,"['Many', 'state', 'across', 'nation', 'either', 'legalized', 'marijuana', 'regulated', 'medical', 'use', 'low', 'tetrahydrocannabinol', 'THC', 'program']",2021-10-06,snippet
Ethan Russo MD a neurologist who is one of the leading proponents of the medical application of CBD and medical cannabis for the treatment,"['Ethan', 'Russo', 'MD', 'neurologist', 'one', 'leading', 'proponent', 'medical', 'application', 'CBD', 'medical', 'cannabis', 'treatment']",2017-07-24,snippet
While many patients are using medical cannabis to treat insomnia and research progress is being made there is much that needs to be done to,"['While', 'many', 'patient', 'using', 'medical', 'cannabis', 'treat', 'insomnia', 'research', 'progress', 'made', 'much', 'need', 'done']",,snippet
Marijuana is the dried flowers of cannabis plants which naturally evolved millions But once humans discovered the medicinal spiritual,"['Marijuana', 'dried', 'flower', 'cannabis', 'plant', 'naturally', 'evolved', 'million', 'But', 'human', 'discovered', 'medicinal', 'spiritual']",2022-03-02,snippet
However like all medical marijuana issues it s controversial and complicated I will try and explain some of the science behind the issue,"['However', 'like', 'medical', 'marijuana', 'issue', 'controversial', 'complicated', 'I', 'try', 'explain', 'science', 'behind', 'issue']",2008-11-24,snippet
Medical Marijuana for Psychiatric Disorders The following is a transcript from the podcast Optimal Living with Dr Jeremy Spiegel available,"['Medical', 'Marijuana', 'Psychiatric', 'Disorders', 'The', 'following', 'transcript', 'podcast', 'Optimal', 'Living', 'Dr', 'Jeremy', 'Spiegel', 'available']",2013-03-11,snippet
New research indicates that medical cannabis can be an effective painkiller and is often preferred over opioids for many suffering from chronic pain,"['New', 'research', 'indicates', 'medical', 'cannabis', 'effective', 'painkiller', 'often', 'preferred', 'opioids', 'many', 'suffering', 'chronic', 'pain']",,snippet
Did we really believe the loosening of restrictions on marijuana sales possession and use including those related to medicinal,"['Did', 'really', 'believe', 'loosening', 'restriction', 'marijuana', 'sale', 'possession', 'use', 'including', 'related', 'medicinal']",2014-01-06,snippet
A new study from Stanford University Medical Center reports that adolescents commonly have a misconception that smoking cannabis or vaping,"['A', 'new', 'study', 'Stanford', 'University', 'Medical', 'Center', 'report', 'adolescent', 'commonly', 'misconception', 'smoking', 'cannabis', 'vaping']",2015-06-25,snippet
Purslane was once used as a medicinal herb The weed is high in vitamins minerals dietary fiber and omega 3 essential fatty acids,"['Purslane', 'used', 'medicinal', 'herb', 'The', 'weed', 'high', 'vitamin', 'mineral', 'dietary', 'fiber', 'omega', '3', 'essential', 'fatty', 'acid']",2021-05-25,snippet
The jury is still out on use of cannabis to treat PTSD and anxiety In many states pot use is being legalized for medical purposes,"['The', 'jury', 'still', 'use', 'cannabis', 'treat', 'PTSD', 'anxiety', 'In', 'many', 'state', 'pot', 'use', 'legalized', 'medical', 'purpose']",2014-05-13,snippet
An article in Medical News Today March 2019 reported a relationship between states where recreational marijuana use is allowed and sales of,"['An', 'article', 'Medical', 'News', 'Today', 'March', '2019', 'reported', 'relationship', 'state', 'recreational', 'marijuana', 'use', 'allowed', 'sale']",2019-04-02,snippet
Mapping cannabis potency in medical and recreational programs in the United States PLoS ONE 15 e0230167 Chu T Cascella M 2022,"['Mapping', 'cannabis', 'potency', 'medical', 'recreational', 'program', 'United', 'States', 'PLoS', 'ONE', '15', 'e0230167', 'Chu', 'T', 'Cascella', 'M', '2022']",2022-11-01,snippet
You have options maybe the most important message to share these days about medical cannabis Find the answers to some FAQS here,"['You', 'option', 'maybe', 'important', 'message', 'share', 'day', 'medical', 'cannabis', 'Find', 'answer', 'FAQS']",,snippet
The mid life cognitive deficits in regular cannabis users resemble using cannabis in increasing numbers for recreational and or medical,"['The', 'mid', 'life', 'cognitive', 'deficit', 'regular', 'cannabis', 'user', 'resemble', 'using', 'cannabis', 'increasing', 'number', 'recreational', 'medical']",2022-03-24,snippet
Ethical cannabis legalization requires science literacy at the top adults support legalization for both medical and recreational use,"['Ethical', 'cannabis', 'legalization', 'requires', 'science', 'literacy', 'top', 'adult', 'support', 'legalization', 'medical', 'recreational', 'use']",2022-11-19,snippet
Appetite stimulating cannabis may cause your figure to go to pot A few states recently legalized the use of marijuana for medical,"['Appetite', 'stimulating', 'cannabis', 'may', 'cause', 'figure', 'go', 'pot', 'A', 'state', 'recently', 'legalized', 'use', 'marijuana', 'medical']",2014-01-08,snippet
The best candidate may be cannabis Currently legal in 25 states medical marijuana requires a doctor s authorization but not a prescription,"['The', 'best', 'candidate', 'may', 'cannabis', 'Currently', 'legal', '25', 'state', 'medical', 'marijuana', 'requires', 'doctor', 'authorization', 'prescription']",2016-10-18,snippet
How cannabis retailers expose youth to unregulated advertising I am not opposed to legalized non medicinal use of cannabis by adults,"['How', 'cannabis', 'retailer', 'expose', 'youth', 'unregulated', 'advertising', 'I', 'opposed', 'legalized', 'non', 'medicinal', 'use', 'cannabis', 'adult']",2022-02-04,snippet
While many patients are using medical cannabis to treat insomnia and research progress is being made there is much that needs to be done to insure,"['While', 'many', 'patient', 'using', 'medical', 'cannabis', 'treat', 'insomnia', 'research', 'progress', 'made', 'much', 'need', 'done', 'insure']",,snippet
Matthew J Edlund M D The Power of Rest Marijuana A Medical Panacea It Does Everything Including Too Much,"['Matthew', 'J', 'Edlund', 'M', 'D', 'The', 'Power', 'Rest', 'Marijuana', 'A', 'Medical', 'Panacea', 'It', 'Does', 'Everything', 'Including', 'Too', 'Much']",2014-05-22,snippet
The behavioral consequences of intoxication with THC are well to 55 yrs old and regular cannabis users with no serious medical illness,"['The', 'behavioral', 'consequence', 'intoxication', 'THC', 'well', '55', 'yr', 'old', 'regular', 'cannabis', 'user', 'serious', 'medical', 'illness']",2022-01-24,snippet
A large review compiles the evidence on how marijuana affects lives In addition 36 states allow the use of marijuana for medical,"['A', 'large', 'review', 'compiles', 'evidence', 'marijuana', 'affect', 'life', 'In', 'addition', '36', 'state', 'allow', 'use', 'marijuana', 'medical']",2021-04-05,snippet
Scientists are trying to determine the potential clinical benefits of medical marijuana In the process we are discovering how our,"['Scientists', 'trying', 'determine', 'potential', 'clinical', 'benefit', 'medical', 'marijuana', 'In', 'process', 'discovering']",2022-09-27,snippet
New research examines whether novel non psychoactive chemicals in the roots and leaves contribute to the pain relieving actions of medicinal marijuana,"['New', 'research', 'examines', 'whether', 'novel', 'non', 'psychoactive', 'chemical', 'root', 'leaf', 'contribute', 'pain', 'relieving', 'action', 'medicinal', 'marijuana']",,snippet
The current hype around marijuana does not pay enough attention to its negative side effects Can Medicinal Cannabis Benefit Your Mental Health,"['The', 'current', 'hype', 'around', 'marijuana', 'pay', 'enough', 'attention', 'negative', 'side', 'effect', 'Can', 'Medicinal', 'Cannabis', 'Benefit', 'Your', 'Mental', 'Health']",,snippet
Another very important thing to know is that cannabis oil available from dispensaries Patients often ask me about medical marijuana,"['Another', 'important', 'thing', 'know', 'cannabis', 'oil', 'available', 'dispensary', 'Patients', 'often', 'ask', 'medical', 'marijuana']",2019-07-01,snippet
Medicinal cannabis is generally well tolerated when dosed appropriately It is important for doctors to consider carefully the Δ9 tetrahydrocannabinol THC and,"['Medicinal', 'cannabis', 'generally', 'well', 'tolerated', 'dosed', 'appropriately', 'It', 'important', 'doctor', 'consider', 'carefully', 'Δ9', 'tetrahydrocannabinol', 'THC']",,snippet
The two most prevalent and best understood cannabinoids in the plant are THC and CBD Most currently available medicinal cannabis products in Australia,"['The', 'two', 'prevalent', 'best', 'understood', 'cannabinoids', 'plant', 'THC', 'CBD', 'Most', 'currently', 'available', 'medicinal', 'cannabis', 'product', 'Australia']",,snippet
The survey also showed that 67 of users only used illicit cannabis pointing to the fact most cannabis use for medical conditions is illicit,"['The', 'survey', 'also', 'showed', '67', 'user', 'used', 'illicit', 'cannabis', 'pointing', 'fact', 'cannabis', 'use', 'medical', 'condition', 'illicit']",2022-08-25,snippet
Therapeutic actions of these medicinal cannabis products primarily arise from the cannabinoids Δ9 tetrahydrocannabinol THC the main intoxicating component of,"['Therapeutic', 'action', 'medicinal', 'cannabis', 'product', 'primarily', 'arise', 'cannabinoids', 'Δ9', 'tetrahydrocannabinol', 'THC', 'main', 'intoxicating', 'component']",,snippet
Background Anxiety is second most common reason for medicinal cannabis prescription in Australia and is being treated with both Δ9 tetrahydrocannabinol THC,"['Background', 'Anxiety', 'second', 'common', 'reason', 'medicinal', 'cannabis', 'prescription', 'Australia', 'treated', 'Δ9', 'tetrahydrocannabinol', 'THC']",,snippet
Herbal cannabis on the illegal market Potentially unstable THC and CBD and may contain adulterants Currently the only medicinal cannabis product registered,"['Herbal', 'cannabis', 'illegal', 'market', 'Potentially', 'unstable', 'THC', 'CBD', 'may', 'contain', 'adulterant', 'Currently', 'medicinal', 'cannabis', 'product', 'registered']",,snippet
Health professionals support the use of medicinal cannabis but generally feel they lack knowledge on the topic a new Australian led review,"['Health', 'professional', 'support', 'use', 'medicinal', 'cannabis', 'generally', 'feel', 'lack', 'knowledge', 'topic', 'new', 'Australian', 'led', 'review']",2019-05-07,snippet
Medicinal cannabis is generally well tolerated when dosed appropriately It is important for doctors to consider carefully the 9 tetrahydrocannabinol THC,"['Medicinal', 'cannabis', 'generally', 'well', 'tolerated', 'dosed', 'appropriately', 'It', 'important', 'doctor', 'consider', 'carefully', '9', 'tetrahydrocannabinol', 'THC']",,snippet
Medicinal cannabis crop There are no published randomised controlled trials of CBD only products for chronic pain of any type,"['Medicinal', 'cannabis', 'crop', 'There', 'published', 'randomised', 'controlled', 'trial', 'CBD', 'product', 'chronic', 'pain', 'type']",2021-03-26,snippet
With the exception of the oral THC CBD spray nabiximols Sativex and the CBD oil Epidyolex medical cannabis products in Australia are all unregistered,"['With', 'exception', 'oral', 'THC', 'CBD', 'spray', 'nabiximols', 'Sativex', 'CBD', 'oil', 'Epidyolex', 'medical', 'cannabis', 'product', 'Australia', 'unregistered']",,snippet
Medicinal cannabis Researchers examined the use of medicinal cannabinoids and their impact on six common mental health disorders,"['Medicinal', 'cannabis', 'Researchers', 'examined', 'use', 'medicinal', 'cannabinoids', 'impact', 'six', 'common', 'mental', 'health', 'disorder']",2019-10-29,snippet
There is support and enthusiasm for the use of medical cannabis both among Many GPs will have patients who have either used medicinal cannabis or are,"['There', 'support', 'enthusiasm', 'use', 'medical', 'cannabis', 'among', 'Many', 'GPs', 'patient', 'either', 'used', 'medicinal', 'cannabis']",,snippet
Research shows medicinal cannabis boom in Australia Matt Woodley 18 05 2022 4 09 47 PM,"['Research', 'show', 'medicinal', 'cannabis', 'boom', 'Australia', 'Matt', 'Woodley', '18', '05', '2022', '4', '09', '47', 'PM']",2022-05-18,snippet
This has put increasing demands on many Australian GPs to prescribe medicinal cannabis products for their patients The Therapeutic Goods,"['This', 'put', 'increasing', 'demand', 'many', 'Australian', 'GPs', 'prescribe', 'medicinal', 'cannabis', 'product', 'patient', 'The', 'Therapeutic', 'Goods']",2018-05-09,snippet
Prescribing medicinal cannabis products checklist Patient name Patient address Patient date of birth As most medical cannabis products are not,"['Prescribing', 'medicinal', 'cannabis', 'product', 'checklist', 'Patient', 'name', 'Patient', 'address', 'Patient', 'date', 'birth', 'As', 'medical', 'cannabis', 'product']",,snippet
A CBD oil GPs prescribing medicinal cannabis products now have the flexibility to substitute an equivalent product without having to apply,"['A', 'CBD', 'oil', 'GPs', 'prescribing', 'medicinal', 'cannabis', 'product', 'flexibility', 'substitute', 'equivalent', 'product', 'without', 'apply']",2021-11-23,snippet
While there is emerging evidence in support of medicinal cannabis for some adult mental health disorders to date the evidence in children and adolescents is,"['While', 'emerging', 'evidence', 'support', 'medicinal', 'cannabis', 'adult', 'mental', 'health', 'disorder', 'date', 'evidence', 'child', 'adolescent']",,snippet
The infringement notices were given to two medicinal cannabis companies the latest in a series of fines handed out by the medicines,"['The', 'infringement', 'notice', 'given', 'two', 'medicinal', 'cannabis', 'company', 'latest', 'series', 'fine', 'handed', 'medicine']",2022-11-02,snippet
Anxiety is second most common reason for medicinal cannabis prescription in Australia and is being treated with both Δ9 tetrahydrocannabinol THC containing,"['Anxiety', 'second', 'common', 'reason', 'medicinal', 'cannabis', 'prescription', 'Australia', 'treated', 'Δ9', 'tetrahydrocannabinol', 'THC', 'containing']",,snippet
Therapeutic actions of these medicinal cannabis products primarily arise from the cannabinoids 9 tetrahydrocannabinol THC the main intoxicating component,"['Therapeutic', 'action', 'medicinal', 'cannabis', 'product', 'primarily', 'arise', 'cannabinoids', '9', 'tetrahydrocannabinol', 'THC', 'main', 'intoxicating', 'component']",,snippet
Any Australian registered doctor can apply to the TGA to prescribe unapproved medicinal cannabis if they feel it is appropriate for their,"['Any', 'Australian', 'registered', 'doctor', 'apply', 'TGA', 'prescribe', 'unapproved', 'medicinal', 'cannabis', 'feel', 'appropriate']",2021-06-08,snippet
These webinars look at the use and prescribing of medicinal cannabis in general practice,"['These', 'webinars', 'look', 'use', 'prescribing', 'medicinal', 'cannabis', 'general', 'practice']",,snippet
It is unlikely that medicinal cannabis will be used as a first line agent for the management of pain nausea and other specific symptoms but it may have an,"['It', 'unlikely', 'medicinal', 'cannabis', 'used', 'first', 'line', 'agent', 'management', 'pain', 'nausea', 'specific', 'symptom', 'may']",,snippet
Almost 1 million in fines have been issued to companies for unlawfully advertising prescription only medicinal cannabis products,"['Almost', '1', 'million', 'fine', 'issued', 'company', 'unlawfully', 'advertising', 'prescription', 'medicinal', 'cannabis', 'product']",2022-09-28,snippet
The current process of prescribing medicinal cannabis products in Australia is highly bureaucratic time consuming and expensive,"['The', 'current', 'process', 'prescribing', 'medicinal', 'cannabis', 'product', 'Australia', 'highly', 'bureaucratic', 'time', 'consuming', 'expensive']",,snippet
For medicinal purposes the two main active ingredients are tetrahydrocannabinol THC and cannabidiol CBD THC is the psychoactive part of,"['For', 'medicinal', 'purpose', 'two', 'main', 'active', 'ingredient', 'tetrahydrocannabinol', 'THC', 'cannabidiol', 'CBD', 'THC', 'psychoactive', 'part']",2019-04-29,snippet
With recent changes to legislation around medical cannabis and media coverage creating a perception of easy access general practitioners may experience greater,"['With', 'recent', 'change', 'legislation', 'around', 'medical', 'cannabis', 'medium', 'coverage', 'creating', 'perception', 'easy', 'access', 'general', 'practitioner', 'may', 'experience', 'greater']",,snippet
With the exception of the oral THC CBD spray nabiximols Sativex and the CBD oil Epidyolex medical cannabis products in Australia are all unregistered,"['With', 'exception', 'oral', 'THC', 'CBD', 'spray', 'nabiximols', 'Sativex', 'CBD', 'oil', 'Epidyolex', 'medical', 'cannabis', 'product', 'Australia', 'unregistered']",,snippet
More than 60 of the surveyed GPs reported patients asking about medicinal cannabis but lack of training and the onerous process required,"['More', '60', 'surveyed', 'GPs', 'reported', 'patient', 'asking', 'medicinal', 'cannabis', 'lack', 'training', 'onerous', 'process', 'required']",2018-07-04,snippet
When fully opened in April the Releaf Clinic will feature doctors who specialise in prescribing medical cannabis complementary medicine,"['When', 'fully', 'opened', 'April', 'Releaf', 'Clinic', 'feature', 'doctor', 'specialise', 'prescribing', 'medical', 'cannabis', 'complementary', 'medicine']",2020-02-06,snippet
Medicinal cannabis oil The government wants large scale medicinal cannabis projects to move forwards From 1 September The Morrison Government,"['Medicinal', 'cannabis', 'oil', 'The', 'government', 'want', 'large', 'scale', 'medicinal', 'cannabis', 'project', 'move', 'forward', 'From', '1', 'September', 'The', 'Morrison', 'Government']",2019-08-02,snippet
Medicinal grade herbal cannabis Produced and processed in controlled standard conditions to a medical grade free of adulterants higher levels of CBD and,"['Medicinal', 'grade', 'herbal', 'cannabis', 'Produced', 'processed', 'controlled', 'standard', 'condition', 'medical', 'grade', 'free', 'adulterant', 'higher', 'level', 'CBD']",,snippet
The RACGP has articulated its view that the current system for prescribing medicinal cannabis products in Australia is highly bureaucratic,"['The', 'RACGP', 'articulated', 'view', 'current', 'system', 'prescribing', 'medicinal', 'cannabis', 'product', 'Australia', 'highly', 'bureaucratic']",2018-03-06,snippet
Medicinal cannabis oil Changes to Queensland laws will allow medicinal cannabis to sit under the same class as Schedule 8 or Schedule 4,"['Medicinal', 'cannabis', 'oil', 'Changes', 'Queensland', 'law', 'allow', 'medicinal', 'cannabis', 'sit', 'class', 'Schedule', '8', 'Schedule', '4']",2019-04-04,snippet
Australia s first authorised GP prescriber of medicinal cannabis says making it easier for doctors to prescribe would be a safer way to,"['Australia', 'first', 'authorised', 'GP', 'prescriber', 'medicinal', 'cannabis', 'say', 'making', 'easier', 'doctor', 'prescribe', 'would', 'safer', 'way']",2020-09-14,snippet
Dr Bastian Seidel believes GPs are in an excellent position to prescribe medicinal cannabis without the need to refer to other specialists,"['Dr', 'Bastian', 'Seidel', 'belief', 'GPs', 'excellent', 'position', 'prescribe', 'medicinal', 'cannabis', 'without', 'need', 'refer', 'specialist']",2018-04-11,snippet
The medicinal use and supply of cannabis and cannabinoids was decriminalised in Australia in 2016 leading the way for increased use,"['The', 'medicinal', 'use', 'supply', 'cannabis', 'cannabinoids', 'decriminalised', 'Australia', '2016', 'leading', 'way', 'increased', 'use']",2018-07-06,snippet
The types of medicinal cannabis products that can be prescribed and the medical conditions that may warrant prescribing are not stipulated in legislation and,"['The', 'type', 'medicinal', 'cannabis', 'product', 'prescribed', 'medical', 'condition', 'may', 'warrant', 'prescribing', 'stipulated', 'legislation']",,snippet
The use of medical cannabis is an area of great interest for both general practitioners and patients and is an area of extensive ongoing research and,"['The', 'use', 'medical', 'cannabis', 'area', 'great', 'interest', 'general', 'practitioner', 'patient', 'area', 'extensive', 'ongoing', 'research']",,snippet
Many GPs will have patients who have either used medicinal cannabis or are considering its use and who have questions about its effectiveness and side effects,"['Many', 'GPs', 'patient', 'either', 'used', 'medicinal', 'cannabis', 'considering', 'use', 'question', 'effectiveness', 'side', 'effect']",,snippet
of medicinal cannabis among parents of children and adolescents with developmental disorders Objective This article provides an overview of what,"['medicinal', 'cannabis', 'among', 'parent', 'child', 'adolescent', 'developmental', 'disorder', 'Objective', 'This', 'article', 'provides', 'overview']",,snippet
There is a high level of mis information about cannabis its medicinal applications and addiction liability which add to confusion in providing good,"['There', 'high', 'level', 'mi', 'information', 'cannabis', 'medicinal', 'application', 'addiction', 'liability', 'add', 'confusion', 'providing', 'good']",,snippet
The proposal is to streamline access to medicinal cannabis by developing a and experienced medical personnel in all areas of Australia,"['The', 'proposal', 'streamline', 'access', 'medicinal', 'cannabis', 'developing', 'experienced', 'medical', 'personnel', 'area', 'Australia']",2018-04-16,snippet
Medicinal cannabis for the treatment of anxiety disorders Clinical trials and laboratory studies provide evidence of anxiolytic effects of cannabidiol in,"['Medicinal', 'cannabis', 'treatment', 'anxiety', 'disorder', 'Clinical', 'trial', 'laboratory', 'study', 'provide', 'evidence', 'anxiolytic', 'effect', 'cannabidiol']",,snippet
This webinar outlines the role of the NSW Cannabis Medicines Advisory Service and situations in which they may be able to assist prescribers,"['This', 'webinar', 'outline', 'role', 'NSW', 'Cannabis', 'Medicines', 'Advisory', 'Service', 'situation', 'may', 'able', 'assist', 'prescribers']",,snippet
Webinar summary 30 May 2018 The cannabis medicines landscape is one that is ever evolving As general practitioners it is important to understand the,"['Webinar', 'summary', '30', 'May', '2018', 'The', 'cannabis', 'medicine', 'landscape', 'one', 'ever', 'evolving', 'As', 'general', 'practitioner', 'important', 'understand']",,snippet
Jan Copeland here is a high level of mis information about cannabis its medicinal applications and addiction liability which add,"['Jan', 'Copeland', 'high', 'level', 'mi', 'information', 'cannabis', 'medicinal', 'application', 'addiction', 'liability', 'add']",,snippet
We also work through the ethical and legal responsibilities and liabilities that apply to general practitioners prescribing S8 cannabis,"['We', 'also', 'work', 'ethical', 'legal', 'responsibility', 'liability', 'apply', 'general', 'practitioner', 'prescribing', 'S8', 'cannabis']",2019-10-30,snippet
Medicinal cannabis A GP examines the evidence GP and integrative medicine practitioner Dr Vicki Kotsirilos writes for newsGP about existing evidence for the,"['Medicinal', 'cannabis', 'A', 'GP', 'examines', 'evidence', 'GP', 'integrative', 'medicine', 'practitioner', 'Dr', 'Vicki', 'Kotsirilos', 'writes', 'newsGP', 'existing', 'evidence']",,snippet
Researchers have found synthetic cannabidiol can kill bacteria responsible for gonorrhoea meningitis and Legionnaires disease Petrie dish,"['Researchers', 'found', 'synthetic', 'cannabidiol', 'kill', 'bacteria', 'responsible', 'gonorrhoea', 'meningitis', 'Legionnaires', 'disease', 'Petrie', 'dish']",2021-01-21,snippet
Medicinal cannabis is generally well tolerated but the science related to its potential adverse effects is in its infancy,"['Medicinal', 'cannabis', 'generally', 'well', 'tolerated', 'science', 'related', 'potential', 'adverse', 'effect', 'infancy']",,snippet
Clinical Doctors call for action on climate change ahead of election Doctors in the dark about medicinal cannabis Research Asthma FAQs answered Paruresis,"['Clinical', 'Doctors', 'call', 'action', 'climate', 'change', 'ahead', 'election', 'Doctors', 'dark', 'medicinal', 'cannabis', 'Research', 'Asthma', 'FAQs', 'answered', 'Paruresis']",,snippet
What to consider when prescribing medicinal cannabis Any Australian registered doctor can apply to the TGA to prescribe unapproved medicinal cannabis if they,"['What', 'consider', 'prescribing', 'medicinal', 'cannabis', 'Any', 'Australian', 'registered', 'doctor', 'apply', 'TGA', 'prescribe', 'unapproved', 'medicinal', 'cannabis']",,snippet
He says unlike medicinal cannabis products the therapeutic use of psilocybin and MDMA will involve being dosed in a medical setting with the,"['He', 'say', 'unlike', 'medicinal', 'cannabis', 'product', 'therapeutic', 'use', 'psilocybin', 'MDMA', 'involve', 'dosed', 'medical', 'setting']",2023-02-09,snippet
